DATE,PAGE,TITLE,AUTHOR,POSITION,TRANSLATOR,GENDER,KORRUSNOM,GENRELIT,THEME,NATIONALITY,ORILANGUAGE,bigo
1938-05-18,4,이스빠니야 전선에서,TASS,,,,,,,,,
1938-05-18,4,기틀레르와 무쏠린의 협의에 대하여,TASS,,,,,,,,,
1938-05-22,1,[head]또한번 볼세위크적 비판과 자기비판에 대하여,PRAVDA,,,,,,,,,
1938-05-22,1,카사흐 쎄쎄르 최고쏘베트 선거에 대한 정미 공장 로동자들의 총회,,,,,,,,,,
1938-05-22,1,크쓸-오르다시 대학생 교원 및 과학일군들의 대회는 쓰딸린동무를 쎄쎄르 최고쏘베트 대위원 후보로 취천하엿다.,,,,,,,,,,
1938-05-22,1,57명으로 문화행진을 조직,딴키바예브,,,,,,,,,
1938-05-22,2,카삭크 쏘베트 사회주의 공화국 헌법(긔본법),,,,,,,,,,
1938-05-22,3,알마-아따에서는 자긔비판이 ~도식~에 들지 않앗다,PRAVDA,,,,,,,,,
1938-05-22,3,또한번 볼세위크적 비판과 자기비판에 대하여,,,,,,,,,,
1938-05-22,3,외무인민위원 부에서,TASS,,,,,,,,,
1938-05-22,3,국제 피아니쓰트 경기,TASS,,,,,,,,,
1938-05-22,4,웰링똔꾸의 연설,TASS,,,,,,,,,
1938-05-22,4,이쓰빠니야 문제에 대한 결의안 가격,TASS,,,,,,,,,
1938-05-22,4,이전 중국 쏘베트구역들에서,TASS,,,,,,,,,
1938-05-22,4,중국문제에 대한 결정 초안,TASS,,,,,,,,,
1938-05-22,4,중국문제에 대한 결의,,,,,,,,,,
1938-05-22,4,크루소크 사업에서 새전환을 가저오기 맹서하엿다,백천,,,M,K,,,,,
1938-05-22,4,신문대금/본사번지,,,,,,,,,,
1938-05-24,1,"[head]1938년 오월 17일에 크레믈리에서 진행된, 고급학교 일ㅅ군들의 환영 회의에서한 쓰딸린동무의 연설",,,,,,,,,,
1938-05-24,1,인쇄소 로동자 및 사무원들은 까사흐 쎄쎄르 최고쏘베트 대의원의 첫 후보자로 이.브. 쓰딸린동무를 취천하엿다,,,,,,,,,,
1938-05-24,1,큰 성황중에서 끝난 씨르-다리야구역 선거전 회의,적뢰생,,,,,,,,,
1938-05-24,1,이.브.쓰딸린,,,,,,,,,,
1938-05-24,2,나의 행복 - 잠불 -,Zhambyl,,,,,,,,,
1938-05-24,2,[caption]훈장받은 카자흐 인민의 아큰-잠불,,,,,,,,,,
1938-05-24,2,literature 훈장을 받으면서 부른 놀애,Zhambyl,,해산,,,poetry,Patriotism,Kazakh,Kazakh,
1938-05-24,3,카삭크 쏘베트 사회주의 공화국 헌법(긔본법),,,,,,,,,,
1938-05-24,4,카삭크 쏘베트 사회주의 공화국 헌법(긔본법),,,,,,,,,,
1938-05-24,4,학교사업을 위한 김병수동무의 열성,긔자《보는대로》,,,,,,,,,
1938-05-24,4,하북 및 차하르성에서 일본인들이 ~평화지지~를 위하여 조직한 군단은 중국인편으루 넘어왓다,TASS,,,,,,,,,
1938-05-24,4,아비씨니야 문제에 대한 토론총화,TASS,,,,,,,,,
1938-05-24,4,통신적 보도,KAZTAG,,,,,,,,,
1938-05-24,4,독자동무들에게 두어가지 충고,editorial,,,,,,,,,
1938-05-28,1,"[head]이. 브. 쓰딸린, 브. 므. 몰로또브, 느.이. 예소브동무들은 카사흐 쎄쎄르 최고소베트의 대의원으로 투표받기를 승락하엿다",,,,,,,,,,
1938-05-28,1,605명의 선전원들을 선거자군중으루 파견,,,,,,,,,,
1938-05-28,1,볼쉐위크적 선전원들,PRAVDA,,,,,,,,,
1938-05-28,1,카사흐 쎄쎄르 최고쏘베트 대의원 수보자들의 소개,,,,,,,,,,
1938-05-28,1,[caption]이.브. 쓰딸린,,,,,,,,,,
1938-05-28,1,[caption]브.므. 몰로또브,,,,,,,,,,
1938-05-28,2,볼쉐위크적 선전원들,PRAVDA,,,,,,,,,
1938-05-28,2,계급적 경성심을 한층 더 높이므로써 숨어있는 원쑤를 끝까지 폭로하자,황,,,U,U,,,,,
1938-05-28,2,"카살린스크구역 제 16호 아울쏘베트내꼴호즈 ~꿀-아리크~남녀꼴호즈원들은 카스.쎄쎄르 최고쏘베트 대의원 후보로 이. 브. 쓰딸린, 브.므. 몰로또브, 깔리닌 및 아브드라흐마노브 동무들을 취천하엿다.",송창세,,,M,K,,,,,
1938-05-28,2,국제형편,야. 윅또로브,,,,,,,,,
1938-05-28,3,카삭크 쏘베트 사회주의 공화국 헌법(긔본법),,,,,,,,,,
1938-05-28,4,중국 비행긔들은 일본 서-남부의 도시들 우에서,TASS,,,,,,,,,
1938-05-28,4,국제형편,야. 윅또로브,,,,,,,,,
1938-05-28,4,비행기 《H-212》호의 파상,,,,,,,,,,
1938-05-28,4,므.쓰. 바부스낀과 이.이. 주똡스끼의 시체는 모쓰크와에,,,,,,,,,,
1938-05-28,4,파종게획을 제때에 실행하기 위하여 투쟁을 더 전개하자,리용재,,,M,K,,,,,
1938-05-28,4,로동긔자를 등록한다,editorial,,,,,,,,,
1938-05-28,4,선전원들의 쎄미나르,시당위원회 문화 선동부,,,,,,,,,
1938-05-28,4,[missing]부친을 찻소,유성엽,,,M,K,,,,,
1938-05-30,1,[head]파종깜빠니야 속도를 한층 더 높이라.,,,,,,,,,,
1938-05-30,1,중국에서 일본군대의 손실,TASS,,,,,,,,,
1938-05-30,1,이오시프 위싸리오노위츠 스딸린 동무를 카스. 쎄쎄르최고쏘베트 대의원 후보로 등록함에 대하여 알마-아따시 제 6호 쓰딸린쓰크 선거오크루그 선거꼬미시야에서 접수한 결정,알마-아따시,,,,,,,,,
1938-05-30,1,왜체슬라브 미하일로위츠 몰로또브 동무를 카스.쎄쎄르 최고쏘베트 대의원 후보로 등록함에 대하여 까라간다시 제222호 까라간다 선거오쿠르그 선거 꼬미씨야에서 접수한 결정,카라간다시,,,,,,,,,
1938-05-30,1,니꼴라이 이와노위츠 예소브 동무를 카스.쎄쎄르 최고쏘베트대의원 후보로 등록함에 대하여 쎄미빨라찐쓰크 예솝쓰크 제 251호 선거 오크루그 선거꼬미씨야에서 접수한 결정,셰미빨라찐쓰크시,,,,,,,,,
1938-05-30,2,가맹 및 자치 공화국 최고쏘베트 선거규정,,,,,,,,,,
1938-05-30,3,"까라간다-쪼르찌로위츠나야 정거장 긔관차 및 차량데뽀의 로동자, 긔사-긔수, 사무원들의 선거전 총회에서는 카스.쎄쎄르 최고쏘베트 대의원 후보로 이오씨프 위싸리오노위츠 쓰딸린, 르. 므. 까가노위츠, 크. 예. 워로실로브, 느. 이. 예소브와 까라간다-쪼르찌로위츠나야 정거장 긔관차 데뽀 나찰니니크, 훈장받은 아.쓰. 시스낀을 취천하엿다.",,,,,,,,,,
1938-05-30,3,"노보-찌호노브 선거오크루그 로력자들, 공산당, 직업동맹, 사회단체, 선거전 오크루그 협의회는 카쓰. 쎄쎄르 최고쏘베트 대의원 후보로 이오씨프 위싸리오노위츠 쓰딸린, 브. 므. 몰로또브, 르. 므. 까가노위츠, 크. 예. 워로실로브, 브. 이. 깔리닌, 느.이. 예소브, 고르바쵸브 탄광 주임 예. 그. 보세노크를 취천하엿다. ",,,,,,,,,,
1938-05-30,3,"철, 연 및 아연의 산지",KAZTAG,,,,,,,,,
1938-05-30,3,쎄쎄쎄르 국방공고 공채의 첫재 취첨,TASS,,,,,,,,,
1938-05-30,3,국제형편,PRAVDA,,,,,,,,,
1938-05-30,4,기틀레르의 체호슬로와끼야 침공게획안,TASS,,,,,,,,,
1938-05-30,4,국제 피아니스트 경긔,TASS,,,,,,,,,
1938-05-30,4,브류셀리 국제 피아니쓰트 경긔대회에서,TASS,,,,,,,,,
1938-05-30,4,파종진행에 대한 통게,,,,,,,,,,
1938-05-30,4,[table],,,,,,,,,,
1938-05-30,4,앞으로 더 큰 성과를 위하여 남아있는 결점을 용감히 퇴치하라,,,,,,,,,,
1938-05-30,4,긴급대책이 요구되는 시병원 응급치료부,김,,,U,U,,,,,
1938-05-30,4,체육게의 새소식,,,,,,,,,,
1938-05-30,4,[subscription]독자동무들에게 두어가지 충고,editorial,,,,,,,,,
1938-06-04,1,[head]쏘베트인민의 후보들,PRAVDA,,,,,,,,,
1938-06-04,1,라자르 모이쎄위츠 까가노위츠 동무는 알마-아따시 제5호 까가노위체쓰크 선거오크루그에서 카사흐 쎄쎄르 최고쏘베트 대의원의 투표를 받기로 승락하엿다.,,,,,,,,,,
1938-06-04,1,카사흐 쎄쎄르 최고쏘베트 대의원 후보자들의 소개,,,,,,,,,,
1938-06-04,1,[caption]라자르 모이쎄위츠 까가노위츠 초상,,,,,,,,,,
1938-06-04,2,쏘베트 인민의 후보들,,,,,,,,,,
1938-06-04,2,잡보,,,,,,,,,,
1938-06-04,2,선거자의 통게를 정확히 하자,,,,,,,,,,
1938-06-04,2,고리끼 일흠을 가진 선전 비행대의 비행기들이 카삭쓰딴으루,,,,,,,,,,
1938-06-04,2,어째서 파시쓰트 게르마니야가 체호쓸로와끼야의 침공을 준비하는가?,,,,,,,,,,
1938-06-04,3,당-군중 사업에서의 약점을 퇴치하자!,,,,,,,,,,
1938-06-04,3,전동맹 뜨락또리쓰트 협의회,,,,,,,,,,
1938-06-04,3,제 10천호 뜨락또르《쓰딸리녜츠-65》,,,,,,,,,,
1938-06-04,3,협잡군 방초연에게 법적대책을 쓰라,,,,,,,,,,
1938-06-04,3,자긔비판에 대한 로골적 억압,PRAVDA,,,,,,,,,
1938-06-04,3,[table]벼밭 아리크치는 사업에서의 쓰따하놉츠들,,,,,,,,,,
1938-06-04,3,[table]파종진행에 대한 통계,,,,,,,,,,
1938-06-04,4,공화국군 부대의 용감한 동작,TASS,,,,,,,,,
1938-06-04,4,이쓰빠니야에서 이딸리야 군대의 손실,TASS,,,,,,,,,
1938-06-04,4,일본정부내의 변동,TASS,,,,,,,,,
1938-06-04,4,멕씨코에서 파시쓰트 반란,TASS,,,,,,,,,
1938-06-04,4,뽈리사-체호쓸로와키야 국경페쇄,TASS,,,,,,,,,
1938-06-04,4,꼴호즈사업을 해독적으로 파탄시기는 자들을 폭로하라,S 생,,,,,,,,,
1938-06-04,4,[theater]고려 극단의 꼰체르트에 대하여,김긔철,,,M,K,,,,,
1938-06-06,1,[head]『알마-아따에서는 자긔비판이 『도식』에 들지 않았다』와 『자긔비판대신에 할렐루이 부르기』란 중앙긔관지 『쁘라우다』의 기사들에 대하여 카삭쓰딴 공산당 (볼세위크) 중앙위원회 뷰로의 결정,,,,,,,,,,
1938-06-06,1,멕시꼬 형편,,,,,,,,,,
1938-06-06,1,일본에서 대검거,,,,,,,,,,
1938-06-06,1,카사흐 쎄쎄르 최고쏘베트 대의원 후보자 소개,,,,,,,,,,
1938-06-06,1,제일차 크슬-오르다시 공청동맹 콘페렌치야,,,,,,,,,,
1938-06-06,1,첼랴빈쓰크 뜨락또르 공장 오주년,,,,,,,,,,
1938-06-06,1,리데르의 성과,,,,,,,,,,
1938-06-06,2,[literature]푸쉬킨의 시,Pushkin,,해산,,,poem,self prasing,Russian,Russian,
1938-06-06,2,씨르-다리야구역 당열성자 회의 결정에서,,,,,,,,,,
1938-06-06,2,국제피아니쓰트 경긔는 끝낫다,TASS,,,,,,,,,
1938-06-06,2,어째서 파시쓰트 게르마니야가 체호쓸로와끼야의 침공을 준비하는가?,from different book,,,,,,,,,
1938-06-06,3,카삭쓰딴 공산당 (볼세위크) 크슬-오르다주 위원회의 『기다리는』정책,PRAVDA,,,,,,,,,
1938-06-06,3,각 생산 알쩰리에서의 크루소크 사업형편,,,,,,,,,,
1938-06-06,3,~카스리쓰~ 꼴호즈는 파종게획을 넘치어 실행하엿다,,,,,,,,,,
1938-06-06,3,검열이 요구되는 ~몰로또브~ 꼴호즈,리,,,U,U,,,,,
1938-06-06,4,중국항공대의 빛난 승리,TASS,,,,,,,,,
1938-06-06,4,중국비행긔들은 일본의 공중에서,TASS,,,,,,,,,
1938-06-06,4,체호쓸로와끼야 국경에 게르마니야 군대의 집중,TASS,,,,,,,,,
1938-06-06,4,체호쓸로와끼야 지방자치 긔관선거에서 반파시쓰트 당들의 새승리,TASS,,,,,,,,,
1938-06-06,4,게르마니야 비행긔들은 체호쓸로와끼야 국경을 간단없이 위범한다.,TASS,,,,,,,,,
1938-06-06,4,일본군대의 손실,TASS,,,,,,,,,
1938-06-06,4,크슬-오르다 고려극단은 순회를 떠낫다,,,,,,,,,,
1938-06-06,4,독자동무들에게 두어가지 충고,editorial,,,,,,,,,
1938-06-06,4,녀동생을 찾소,최예카테리나,,,F,R,,,,,
1938-06-06,4,[caption]사진:아메리까 인민들이 이쓰빠니야 인민들에게 4대의 야영병원 자동차를 보내는 광경,싸유즈포또,,,,,,,,,
1938-06-06,4,[caption]사진:이쓰빠니야 공민군의 위생대가 아라곤 전선으루 가는길.,싸유즈포또,,,,,,,,,
1938-06-06,4,[caption]춘향전의 한장면,,,,,,,,,,
1938-06-10,1,[head]자긔비판으 볼세위크당의 행동의 긔본이다,,,,,,,,,,
1938-06-10,1,카사흐 쎄쎄르 최고소베트 대의원 후보자들 소개,,,,,,,,,,
1938-06-10,2,시당위원회의 사업상 결점들과 시당단체의 과업에 대하여,,,,,,,,,,
1938-06-10,3,카삭쓰딴 공산당(볼) 크슬-오르다주 콘페렌치야,,,,,,,,,,
1938-06-10,3,제일차 크슬-오르다시 공청동맹 콘페렌치야 공청동맹 시위원회 책임비서 크루쥬꼬브 동무의 보고에서,,,,,,,,,,
1938-06-10,3,자본국가들에서의 새 경제공황,kz PRAVDA,,,,,,,,,
1938-06-10,4,게르마니야 항공대의 실패,TASS,,,,,,,,,
1938-06-10,4,파시쓰트 해적들은 쎄쎄쎄르 긔선들을 붙잡는다.,TASS,,,,,,,,,
1938-06-10,4,반란군 및 무장간섭자들 진영에서의 분규,TASS,,,,,,,,,
1938-06-10,4,중국사업자들을 대중적으로 체포,TASS,,,,,,,,,
1938-06-10,4,정오,editorial,,,,,,,,,
1938-06-10,4,선거에 대한 말풀이,editorial,,,,,,,,,
1938-06-10,4,조선인 십년제 학교에서의 년종시험,,,,,,,,,,
1938-06-10,4,제14일본사단의 형편,TASS,,,,,,,,,
1938-06-10,4,일본군인들의 폭동,TASS,,,,,,,,,
1938-06-10,4,[table]파종진행에 대한 통계,,,,,,,,,,
1938-06-10,4,마경준 동무의 간단한 생애,동창생 일동,,,,,,,,,
1938-06-10,4,마경준 동무를 곡함,동창생 일동,,,,,,,,,
1938-06-10,4,[missing]송용준을 찻소,,,,,,,,,,
1938-06-12,1,[head]공장과 전원에서의 새승리로써 선거를 맞자,PRAVDA,,,,,,,,,
1938-06-12,1,카사흐 쎄쎄르 최고쏘베트 대의원 후보자 소개,,,,,,,,,,
1938-06-12,1,쏘베트 동맹의 영웅 에. 뜨. 크렌껠리. 쁘. 쁘. 시르소브 및 예. 크. 표도로브는 전동맹 공산당(볼세위크) 당원이 되엇다,PRAVDA,,,,,,,,,
1938-06-12,2,시당위원회의 사업상 결점들과 시당단체의 과업에 대하여,쓰크워르초브,,,,,,,,,
1938-06-12,3,시당위원회의 사업상 결점들과 시당단체의 과업에 대하여,쓰크워르초브,,,,,,,,,
1938-06-12,3,제일차 크슬-오르다주 당꼰페렌치야,김,,,U,U,,,,,
1938-06-12,4,쑤제트주의 주민들에게 보낸 게르마니야 로동자들의 격문,TASS,,,,,,,,,
1938-06-12,4,일본인들은 중독가스를 사용한다,TASS,,,,,,,,,
1938-06-12,4,일본정탐을 체포,TASS,,,,,,,,,
1938-06-12,4,선거우차쓰크에서 선동-선전사업을 더 높이라,황,,,U,U,,,,,
1938-06-12,4,새 전환이 있어야할 ~공청동맹~ 꼴호즈,긔자직선,,,,,,,,,
1938-06-12,4,책임을 실행하지 않는자들에게는 대책이 있으라,ㅊ,,,,,,,,,
1938-06-12,4,자본가들에서의 새 경제공황,kz PRAVDA,,,,,,,,,
1938-06-15,1,[head]카삭스딴 공산당(볼) 중앙위원회의 경고문,kz communist party,,,,,,,,,
1938-06-15,1,[caption]스탈린 사진,,,,,,,,,,
1938-06-15,2,카삭스딴 공산당(볼) 중앙위원회의 경고문,kz communist party / 공산당 중앙위원회,,,,,,,,,
1938-06-15,3,카삭스딴 공산당(볼) 중앙위원회의 경고문,kz communist party / 공산당 중앙위원회,,,,,,,,,
1938-06-15,3,쁘리다린쓰크 선거오크루그 제6호 선거우차쓰크 선거전협의회,,,,,,,,,,
1938-06-15,3,카사흐 쎄쎄르 최고쏘베트 대의원 후보자 소개,,,,,,,,,,
1938-06-15,3,카사흐 소베트 사회주의 공화국,쁘. 알람삐예브,,,,,,,,,
1938-06-15,4,중국에 주는 아메리까의 방조,TASS,,,,,,,,,
1938-06-15,4,중국정부는 동경에 주재하는 대사관을 닫앗다,TASS,,,,,,,,,
1938-06-15,4,일본항공대의 손실,TASS,,,,,,,,,
1938-06-15,4,중국항공대의 성과있는 습격,TASS,,,,,,,,,
1938-06-15,4,공산당은 경성심을 높이라고 부른다,TASS,,,,,,,,,
1938-06-15,4,카사흐 쏘베트 사회주의 공화국,쁘. 알람삐예브,,,,,,,,,
1938-06-15,4,~쓰딸린~ 꼴호즈는 벼파종을 제때에 완필하엿다,긔자,,,,,,,,,
1938-06-15,4,[table]파종진행에 대한 통게,,,,,,,,,,
1938-06-15,4,게획실행을 위한 활동이없는 ~붉은동방~ 어업꼴호즈,K 생,,,,,,,,,
1938-06-15,4,학교사업에 지도가없는 쩨렌-우샤크구역 교육부,투사,,,,,,,,,
1938-06-15,4,쎄쎄르 인민위원 쏘베트회장 몰로또브 동무는 아메리까 합중국 대사 데위쓰씨를 접대,TASS,,,,,,,,,
1938-06-21,1,[head]선거 깜빠니야의 조직적-긔술적 문제에 주중하라!,,,,,,,,,,
1938-06-21,1,"카살린쓰크 농촌선거 오크루그내 긔업소, 콜호즈 및 사무소의 남녀로동자, 남녀꼴호즈원, 긔사, 긔수 및 사무원들은 자긔의 선거전 회의에서 아브드라흐마노브 할리크 왈리예위츠 동무를 카사흐 쎄쎄르 최고쏘베트 대의원 후보로 취천하엿다.",,,,,,,,,,
1938-06-21,1,"크슬-오르다 선거오크루그 생산긔업소, 콜호즈, 긔관, 남녀로동자, 남녀꼴호즈원, 긔사, 긔수, 사무원들은 자긔들의 선거전회의에서 우뽈호자예브 쎄르가스 동무를 카사흐 쎄쎄르 최고쏘베트 대의원 후보로 취천하엿다.",,,,,,,,,,
1938-06-21,1,카스. 쎄쎄르 최고쏘베트 선거일에 주는 선물 라뽀르트,최이그나찌이,,,M,R,,,,,
1938-06-21,2,인민의 신임을 값있게 녁이며 존중히 녁이라,니. 아. 쓰크워르초브,,,,,,,,,
1938-06-21,3,카사흐 쏘베트 사회주의 공화국,쁘. 알람삐예브,,,,,,,,,
1938-06-21,3,제일차 크슬-오르다주 당 꼰페렌치야,,,,,,,,,,
1938-06-21,4,선거자들은 선거에 대하여 무엇을 알아야할가,,,,,,,,,,
1938-06-21,4,제일차 크슬-오르다시 공청동맹 꼰페렌치야는 끗낫다,,,,,,,,,,
1938-06-21,4,[missing]친척을 찻소,리 마리야,,,F,R,,,,,
1938-06-24,1,[head]모도다 선거함에루!,editorial,,,,,,,,,
1938-06-24,1,게르마니야에서 대중적 검거,TASS,,,,,,,,,
1938-06-24,1,1937년 십이월 11일에 ~큰극장~에서 진행된 모쓰크바시 쓰딸린쓰크 선거오크루그의 선거전 회의에서한 이. 위. 쓰딸린동무의 연설,쓰딸린,,,,,,,,,
1938-06-24,1,[caption]쓰딸린적 헌법은 침침한 자본세게를 내려다보는 등대와 같다.,TASS,,,,,,,,,
1938-06-24,2,모쓰크바시 쓰딸린쓰크 선거오크루그의 선거전 회의에서한 이. 위. 쓰딸린 동무의 연설,,,,,,,,,,
1938-06-24,2,항공대 긔념일 준비,,,,,,,,,,
1938-06-24,3,[table]쎄쎄쎄르와 다른 나라들에서의 선거에 대한 수자적 재료,,,,,,,,,,
1938-06-24,3,[table]자본국가들과 쎄쎄쎄르의 선거에 대하 재료,,,,,,,,,,
1938-06-24,3,[caption]카스. 쎄쎄르 최고쏘베트 대의원 후보 우뽈호자예브 쎄르가스 동무.,,,,,,,,,,
1938-06-24,3,자본국가들에서의 선거,잡지 선전원의 지남,,,,,,,,,
1938-06-24,4,자본국가들에서의 선거,잡지 선전원의 지남,,,,,,,,,
1938-06-24,4,중국에 대한 아메리까합중국의 방조,,,,,,,,,,
1938-06-24,4,알펠리 규정을 위반하는 ~붉은별 신문~ 알펠리 회장 꾸스멘꼬.,K,,,,,,,,,
1938-06-24,4,긔사의 실효,,,,,,,,,,
1938-06-24,4,고려인 꼴호즈들의 주택건축비로 8밀리온루블리,,,,,,,,,,
1938-06-24,4,[caption]작년 오월에 열리엇던 빠리스 전세게 전람회에 건축한 쏘베트 빠빌리온,쏘유즈 포또,,,,,,,,,
1938-06-24,4,쎄쎄쎄르 최고쏘베트 쁘리시지움은 1937년에 빠리스에서 열린 세게전람회에 쏘베트 빠빌리온 건축에 참가한 일ㅅ군들에게 시상하엿다,,,,,,,,,,
1938-06-24,4,리데르 제연로동자들의 새 승리,KAZTAG,,,,,,,,,
1938-06-24,4,5000여명의 아돌들을 아동공원망에 수용할것이다.,,,,,,,,,,
1938-06-28,1,[head]쏘베트 민주주의의 새 승리,,,,,,,,,,
1938-06-28,1,카삭쓰딴 농촌경제의 향상을 위하여. 해독사업의 인과를 시급히 퇴치하기 위하여,니. 아. 쓰크워르초브,,,,,,,,,
1938-06-28,2,카삭쓰딴 농촌경제의 향상을 위하여. 해독사업의 인과를 시급히 퇴치하기 위하여,니. 아. 쓰크워르초브,,,,,,,,,
1938-06-28,3,카삭쓰딴 공산당 (볼)중앙위원회에서 카삭쓰딴 꼼쏘몰 단체들에서 전 동맹 레닌꼼쏘몰 중앙위원회 제4차 및 5차 쁠레눔의 결정을 실행한 여부에 대하여,,,,,,,,,,
1938-06-28,3,침껜트 제연로동자들의 큰 승리,,,,,,,,,,
1938-06-28,3,농촌경리 전문학교를 졸업하면서,김순택,,,M,K,,,,,
1938-06-28,3,크슬-오르다주 아동운동대회,,,,,,,,,,
1938-06-28,4,대장 미아하의 격문,TASS,,,,,,,,,
1938-06-28,4,반란군들과 인떼르웬트들의 큰손실,,,,,,,,,,
1938-06-28,4,중국의 북부 전선에서,TASS,,,,,,,,,
1938-06-28,4,중국항공대 위원회의 통신,TASS,,,,,,,,,
1938-06-28,4,중국항공대의 용장한 습격,TASS,,,,,,,,,
1938-06-28,4,일본의 비행긔 폭탄질에 대한 우데천의 성명,TASS,,,,,,,,,
1938-06-28,4,파리 푸뽈경긔,TASS,,,,,,,,,
1938-06-28,4,새 전환이 있어야할 오고로드니크 꼴호즈 사업,긔자 김,,,U,U,,,,,
1938-06-28,4,주 산업동맹에는 자긔비판이 억압되어 있다,긔자 알렉싼드로브,,,,,,,,,
1938-06-28,4,잡보,,,,,,,,,,
1938-06-28,4,[missing]족하를 찻소,최한순,,,F,K,,,,,
1938-06-28,4,[missing]Утерян и похищен,Ким Сергей,,,M,R,,,,,
1938-06-30,1,[head]공산주의자들과 비당원들의 블로크의 승리,,,,,,,,,,
1938-06-30,1,[image]쎄쎄쎄르 내무 인민위원장 니. 이. 예소브.,,,,,,,,,,
1938-06-30,1,카사흐 쎄쎄르 최고쏘베트 선거의 결과에 대하여,TASS,,,,,,,,,
1938-06-30,1,우즈베크 쎄쎄르 최고쏘베트 선거 총화에 대하여,TASS,,,,,,,,,
1938-06-30,2,카삭쓰딴 공산당(볼)중앙위원회에서 카삭쓰딴 꼼쏘몰 단체들에서 전동맹레닌꼼쏘몰 중앙위원회 제4차 및 5차쁠레눔의 결정을 실행한 여부에 대하여,KAZTAG,,,,,,,,,
1938-06-30,2,긔차 승객들의 투표,,,,,,,,,,
1938-06-30,2,통지서,,,,,,,,,,
1938-06-30,2,인민의 원쑤들과의 투쟁력을 더욱더 강화시기자,,,,,,,,,,
1938-06-30,3,꼴호즈 전원에서,,,,,,,,,,
1938-06-30,3,카삭스딴에 쎄쎄쎄르 보건 인민위원부의 브리가다,,,,,,,,,,
1938-06-30,3,제1차 카사흐스탄 자전거 경긔,,,,,,,,,,
1938-06-30,3,씨르-다리야 구역에 새 아동공원,,,,,,,,,,
1938-06-30,3,꼴호즈 야르마크,,,,,,,,,,
1938-06-30,3,중국군대,,,,,,,,,,
1938-06-30,4,[image]국방에 참가한 중국녀자 의용대,,,,,,,,,,
1938-06-30,4,체호쓸로와끼야 형편,TASS,,,,,,,,,
1938-06-30,4,쏘베트 정부는 광동 투탄에 반대하여,,,,,,,,,,
1938-06-30,4,일본의 새 쁘로워까치야,TASS,,,,,,,,,
1938-06-30,4,아메리까 합중국에서 실업자의 증가,TASS,,,,,,,,,
